レシートNo,年月日時分,年月日,年月,年,月,日,曜日,時間帯,時間,商品大分類,商品中分類,商品小分類,商品単価,商品数量,合計金額
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,野菜・海藻,生鮮野菜,にんじん,181,1,181
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,魚介類,魚肉練製品,ちくわ,81,1,81
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,魚介類,生鮮魚介,かに,1244,1,1244
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,野菜・海藻,生鮮野菜,にんじん,181,1,181
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,魚介類,塩干魚介,干しあじ,369,1,369
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,魚介類,塩干魚介,干しあじ,369,3,1107
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,果物,生鮮果物,なし,156,1,156
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,魚介類,塩干魚介,干しあじ,369,1,369
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,魚介類,塩干魚介,干しあじ,369,6,2214
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,魚介類,生鮮魚介,しじみ,260,12,3120
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,魚介類,他の魚介加工品,魚介のつくだ煮,531,4,2124
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,魚介類,他の魚介加工品,魚介のつくだ煮,531,4,2124
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,果物,果物加工品,果物加工品,994,4,3976
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,24,4944
571502,2011/10/17 15:18,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:18,魚介類,塩干魚介,干しあじ,369,6,2214
571505,2011/10/17 15:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:19,野菜・海藻,生鮮野菜,他の葉茎菜,103,20,2060
571505,2011/10/17 15:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:19,魚介類,塩干魚介,干しあじ,369,1,369
571505,2011/10/17 15:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:19,乳卵類,卵,卵,319,20,6380
571506,2011/10/17 15:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:22,果物,果物加工品,果物加工品,994,6,5964
571506,2011/10/17 15:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:22,魚介類,生鮮魚介,ぶり,744,2,1488
571506,2011/10/17 15:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:22,魚介類,生鮮魚介,ぶり,744,3,2232
571509,2011/10/17 15:28,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:28,魚介類,生鮮魚介,たい,869,2,1738
571511,2011/10/17 16:04,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,16時台,16:04,果物,生鮮果物,りんご,106,24,2544
571511,2011/10/17 16:04,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,16時台,16:04,魚介類,生鮮魚介,しじみ,260,12,3120
571544,2011/10/17 16:53,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,16時台,16:53,魚介類,生鮮魚介,かに,1244,1,1244
571544,2011/10/17 16:53,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,16時台,16:53,果物,生鮮果物,なし,156,2,312
571546,2011/10/17 17:24,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,17時台,17:24,魚介類,生鮮魚介,しじみ,260,1,260
571548,2011/10/18 7:56,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,07時台,7:56,果物,生鮮果物,かき(果物),49,48,2352
571549,2011/10/18 8:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:12,魚介類,生鮮魚介,しじみ,260,20,5200
571549,2011/10/18 8:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:12,野菜・海藻,大豆加工品,豆腐,36,48,1728
571550,2011/10/18 8:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:15,乳卵類,卵,卵,319,24,7656
571551,2011/10/18 8:28,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:28,魚介類,生鮮魚介,さけ,519,4,2076
571551,2011/10/18 8:28,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:28,乳卵類,乳製品,バター,469,4,1876
571551,2011/10/18 8:28,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:28,野菜・海藻,大豆加工品,豆腐,36,24,864
571552,2011/10/18 8:42,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,08時台,8:42,魚介類,塩干魚介,干しあじ,369,6,2214
571556,2011/10/18 9:24,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:24,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571556,2011/10/18 9:24,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:24,魚介類,生鮮魚介,しじみ,260,10,2600
571556,2011/10/18 9:24,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:24,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
571557,2011/10/18 9:25,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:25,魚介類,生鮮魚介,しじみ,260,20,5200
571557,2011/10/18 9:25,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:25,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
571557,2011/10/18 9:25,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:25,魚介類,生鮮魚介,しじみ,260,10,2600
571557,2011/10/18 9:25,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:25,乳卵類,乳製品,バター,469,6,2814
571558,2011/10/18 9:30,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:30,魚介類,他の魚介加工品,魚介のつくだ煮,531,24,12744
571558,2011/10/18 9:30,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:30,魚介類,塩干魚介,干しあじ,369,6,2214
571559,2011/10/18 9:32,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:32,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
571560,2011/10/18 9:54,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,09時台,9:54,魚介類,生鮮魚介,さしみ盛合わせ,1063,2,2126
571561,2011/10/18 10:02,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:02,魚介類,生鮮魚介,さば,424,32,13568
571561,2011/10/18 10:02,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:02,野菜・海藻,生鮮野菜,トマト,281,8,2248
571561,2011/10/18 10:02,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:02,乳卵類,乳製品,バター,469,12,5628
571561,2011/10/18 10:02,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:02,野菜・海藻,生鮮野菜,トマト,281,8,2248
571563,2011/10/18 10:07,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:07,魚介類,生鮮魚介,かき(貝),719,2,1438
571563,2011/10/18 10:07,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:07,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
571564,2011/10/18 10:16,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:16,果物,生鮮果物,ぶどう,619,4,2476
571564,2011/10/18 10:16,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:16,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
571564,2011/10/18 10:16,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:16,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571564,2011/10/18 10:16,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:16,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571566,2011/10/18 10:19,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:19,果物,生鮮果物,なし,156,24,3744
571566,2011/10/18 10:19,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:19,乳卵類,卵,卵,319,6,1914
571566,2011/10/18 10:19,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:19,乳卵類,卵,卵,319,6,1914
571601,2011/10/18 10:53,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:53,魚介類,生鮮魚介,かに,1244,1,1244
571601,2011/10/18 10:53,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:53,果物,生鮮果物,なし,156,6,936
571622,2011/10/18 10:58,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,10時台,10:58,果物,生鮮果物,なし,156,12,1872
571628,2011/10/18 11:13,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:13,魚介類,生鮮魚介,ぶり,744,2,1488
571629,2011/10/18 11:18,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:18,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
571629,2011/10/18 11:18,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:18,果物,生鮮果物,なし,156,12,1872
571629,2011/10/18 11:18,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:18,肉類,生鮮肉,牛肉,1031,2,2062
571629,2011/10/18 11:18,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:18,魚介類,他の魚介加工品,魚介のつくだ煮,531,8,4248
571636,2011/10/18 11:41,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,11時台,11:41,魚介類,魚肉練製品,ちくわ,81,24,1944
571640,2011/10/18 12:01,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:01,果物,生鮮果物,なし,156,48,7488
571641,2011/10/18 12:07,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:07,魚介類,塩干魚介,干しあじ,369,6,2214
571641,2011/10/18 12:07,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:07,野菜・海藻,大豆加工品,豆腐,36,48,1728
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,肉類,生鮮肉,豚肉,931,4,3724
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,野菜・海藻,生鮮野菜,にんじん,181,24,4344
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,野菜・海藻,生鮮野菜,他のきのこ,90,72,6480
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,野菜・海藻,大豆加工品,豆腐,36,48,1728
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,野菜・海藻,大豆加工品,豆腐,36,72,2592
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,乳卵類,牛乳,牛乳,211,6,1266
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,乳卵類,卵,卵,319,8,2552
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,乳卵類,牛乳,牛乳,211,12,2532
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,野菜・海藻,生鮮野菜,他のきのこ,90,24,2160
571654,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,果物,生鮮果物,なし,156,1,156
571653,2011/10/18 12:17,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:17,乳卵類,乳製品,バター,469,12,5628
571656,2011/10/18 12:43,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:43,果物,生鮮果物,りんご,106,2,212
571656,2011/10/18 12:43,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:43,肉類,加工肉,ハム,244,1,244
571656,2011/10/18 12:43,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:43,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,5,1030
571656,2011/10/18 12:43,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:43,果物,生鮮果物,なし,156,2,312
571656,2011/10/18 12:43,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:43,肉類,加工肉,ハム,244,2,488
571657,2011/10/18 12:44,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:44,乳卵類,乳製品,バター,469,4,1876
571660,2011/10/18 12:49,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:49,乳卵類,乳製品,バター,469,4,1876
571660,2011/10/18 12:49,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:49,果物,生鮮果物,なし,156,12,1872
571660,2011/10/18 12:49,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:49,野菜・海藻,乾物・海藻,他の乾物・海藻,69,24,1656
571660,2011/10/18 12:49,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:49,果物,生鮮果物,バナナ,104,12,1248
571662,2011/10/18 12:54,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:54,果物,生鮮果物,かき(果物),49,48,2352
571662,2011/10/18 12:54,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:54,果物,生鮮果物,ぶどう,619,3,1857
571665,2011/10/18 12:59,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:59,果物,生鮮果物,かき(果物),49,48,2352
571665,2011/10/18 12:59,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:59,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
571665,2011/10/18 12:59,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:59,果物,生鮮果物,なし,156,24,3744
571665,2011/10/18 12:59,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,12時台,12:59,果物,生鮮果物,なし,156,24,3744
571667,2011/10/18 13:04,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:04,魚介類,魚肉練製品,ちくわ,81,12,972
571667,2011/10/18 13:04,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:04,魚介類,魚肉練製品,ちくわ,81,1,81
571667,2011/10/18 13:04,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:04,果物,生鮮果物,りんご,106,4,424
571667,2011/10/18 13:04,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:04,肉類,加工肉,ハム,244,2,488
571669,2011/10/18 13:11,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:11,乳卵類,乳製品,バター,469,3,1407
571669,2011/10/18 13:11,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:11,野菜・海藻,乾物・海藻,干しのり,53,15,795
571669,2011/10/18 13:11,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:11,魚介類,生鮮魚介,あさり,361,4,1444
571669,2011/10/18 13:11,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:11,果物,生鮮果物,ぶどう,619,2,1238
571669,2011/10/18 13:11,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:11,野菜・海藻,乾物・海藻,干しのり,53,15,795
571670,2011/10/18 13:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:12,魚介類,生鮮魚介,さしみ盛合わせ,1063,4,4252
571670,2011/10/18 13:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
571670,2011/10/18 13:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:12,魚介類,塩干魚介,干しあじ,369,6,2214
571670,2011/10/18 13:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:12,果物,生鮮果物,かき(果物),49,24,1176
571670,2011/10/18 13:12,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:12,魚介類,生鮮魚介,さけ,519,4,2076
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,魚介類,塩干魚介,干しあじ,369,2,738
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,魚介類,塩干魚介,干しあじ,369,4,1476
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,肉類,加工肉,ソーセージ,494,8,3952
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,果物,生鮮果物,りんご,106,4,424
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,魚介類,生鮮魚介,しじみ,260,2,520
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,果物,生鮮果物,なし,156,6,936
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,魚介類,生鮮魚介,しじみ,260,4,1040
571672,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,魚介類,他の魚介加工品,魚介のつくだ煮,531,12,6372
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,4,824
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,乳卵類,乳製品,バター,469,3,1407
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,果物,生鮮果物,りんご,106,4,424
571671,2011/10/18 13:15,2011年-10月-18日,2011年-10月,2011年,10月,18日,2_火曜日,13時台,13:15,乳卵類,卵,卵,319,10,3190
