注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
1724,03C,05金,02日中,754.32,02女,04中年,51,856,0
1726,03C,06土,03夜間,1126.55,02女,03青年,33,134,0
1731,03C,06土,03夜間,871.58,02女,04中年,51,437,0
1732,03C,01月,03夜間,524.32,02女,04中年,54,534,0
1738,03C,04木,02日中,331.33,02女,03青年,22,889,0
1739,03C,04木,02日中,1146.8,02女,03青年,33,446,0
1745,03C,04木,02日中,505.8,02女,03青年,27,1123,0
1748,03C,07日,02日中,1694.68,02女,02中高生,18,558,0
1753,03C,02火,02日中,851.11,02女,01小児,12,261,0
1758,03C,03水,02日中,427.86,02女,05壮年,78,1315,0
1762,03C,02火,02日中,454.04,02女,03青年,23,857,0
1763,03C,07日,02日中,343.76,02女,04中年,37,195,0
1769,03C,06土,01朝,950.99,02女,01小児,6,358,0
1773,03C,07日,03夜間,1173,02女,02中高生,17,44,0
1796,03C,06土,01朝,199.13,02女,03青年,20,123,0
1799,03C,02火,02日中,959.36,02女,04中年,59,671,0
1815,03C,05金,02日中,951.45,02女,03青年,34,1070,0
1836,03C,05金,03夜間,781.84,02女,03青年,24,469,0
1837,03C,01月,02日中,750.48,02女,02中高生,15,384,0
1850,03C,01月,01朝,511.54,02女,03青年,24,1179,0
1854,03C,02火,01朝,1271.33,02女,02中高生,18,461,0
1857,03C,04木,02日中,882.4,02女,04中年,57,1078,0
1863,03C,01月,02日中,262.53,02女,02中高生,17,166,0
1864,03C,03水,02日中,463.97,02女,05壮年,76,1062,0
1871,03C,01月,02日中,1087.85,02女,05壮年,75,1101,0
1872,03C,01月,03夜間,1694.02,02女,03青年,25,335,0
1884,03C,05金,01朝,347.41,02女,03青年,20,393,0
1888,03C,07日,01朝,820.68,02女,05壮年,68,696,0
1895,03C,03水,01朝,386.12,02女,04中年,46,716,0
1896,03C,02火,03夜間,860.74,02女,04中年,40,588,0
1913,03C,06土,01朝,1136.35,02女,02中高生,15,276,0
1918,03C,01月,02日中,1554.64,02女,01小児,10,292,0
1919,03C,06土,02日中,918.2,02女,04中年,60,420,0
1939,03C,03水,03夜間,516.94,02女,03青年,20,622,0
1958,03C,06土,02日中,991.88,02女,02中高生,15,504,0
1963,03C,05金,03夜間,252.27,02女,03青年,21,767,0
1971,03C,07日,03夜間,179.26,02女,03青年,22,221,0
1972,03C,04木,02日中,1140.33,02女,02中高生,18,563,0
1973,03C,06土,01朝,536.59,02女,04中年,58,503,0
1974,03C,03水,02日中,896.66,02女,01小児,8,431,0
1978,03C,04木,02日中,328.99,02女,04中年,46,1207,0
1994,03C,03水,03夜間,424.96,02女,03青年,33,152,0
2002,03C,07日,01朝,443.07,02女,02中高生,18,992,0
2011,03C,04木,01朝,1232.12,02女,02中高生,16,431,0
2021,03C,05金,02日中,1036.23,02女,02中高生,17,420,0
2027,03C,06土,03夜間,155.5,02女,03青年,19,410,0
2056,03C,04木,02日中,1187.2,02女,01小児,12,220,0
2057,03C,05金,03夜間,177.08,02女,04中年,37,561,0
2059,03C,01月,03夜間,507.59,02女,04中年,49,297,0
2060,03C,04木,02日中,244.48,02女,03青年,22,459,0
2072,03C,05金,03夜間,335.85,02女,04中年,45,759,0
2089,03C,05金,02日中,1058.89,02女,02中高生,13,309,0
2100,03C,02火,02日中,522.01,02女,02中高生,15,524,0
2106,03C,05金,03夜間,665.82,02女,05壮年,69,292,0
2108,03C,02火,03夜間,442.15,02女,03青年,25,426,0
2116,03C,07日,02日中,1569.9,02女,04中年,52,780,0
2121,03C,03水,03夜間,1148,02女,01小児,10,79,0
2127,03C,02火,01朝,757.43,02女,03青年,22,287,0
2137,03C,04木,02日中,916.43,02女,03青年,27,738,0
2149,03C,06土,02日中,1657.78,02女,02中高生,17,142,0
2151,03C,03水,03夜間,411.54,02女,03青年,26,670,0
2158,03C,03水,03夜間,2354,02女,02中高生,16,90,0
2167,03C,07日,02日中,784.64,02女,04中年,60,1255,0
2181,03C,04木,01朝,606.48,02女,04中年,51,1189,0
2187,03C,05金,02日中,413.74,02女,02中高生,18,493,0
2188,03C,02火,03夜間,1137,02女,01小児,12,449,0
2192,03C,02火,02日中,454.95,02女,03青年,28,1181,0
2198,03C,07日,02日中,814.16,02女,04中年,51,703,0
2199,03C,01月,03夜間,322.05,02女,04中年,37,770,0
2203,03C,07日,01朝,1005.71,02女,02中高生,17,113,0
2207,03C,04木,01朝,524.48,02女,03青年,23,583,0
2208,03C,05金,03夜間,1223,02女,02中高生,18,190,0
2217,03C,04木,02日中,1168.05,02女,04中年,52,1056,0
2223,03C,04木,03夜間,614,02女,01小児,10,91,0
2246,03C,04木,02日中,674.14,02女,05壮年,77,646,0
2255,03C,03水,03夜間,407.37,02女,05壮年,64,240,0
2256,03C,01月,02日中,342.49,02女,03青年,25,1540,0
2263,03C,06土,01朝,464.94,02女,02中高生,13,499,0
2268,03C,02火,03夜間,368.44,02女,04中年,55,479,0
2269,03C,04木,03夜間,1679,02女,01小児,10,9,0
2275,03C,04木,02日中,980.92,02女,02中高生,14,464,0
2277,03C,07日,02日中,1197.35,02女,04中年,51,1255,0
2284,03C,04木,02日中,406.48,02女,03青年,31,1549,0
2299,03C,02火,02日中,954.36,02女,05壮年,80,1085,0
2304,03C,01月,03夜間,1368,02女,01小児,12,328,0
2311,03C,05金,02日中,554.56,02女,04中年,46,110,0
2322,03C,05金,03夜間,40.29,02女,03青年,21,375,0
2328,03C,04木,03夜間,994,02女,02中高生,16,254,0
2338,03C,01月,02日中,1286.89,02女,02中高生,18,300,0
2340,03C,07日,02日中,1191.32,02女,02中高生,16,87,0
2342,03C,01月,01朝,658.69,02女,04中年,57,704,0
2353,03C,03水,02日中,1174.51,02女,05壮年,63,666,0
2355,03C,07日,02日中,1193.43,02女,04中年,60,1161,0
2357,03C,05金,03夜間,2560,02女,02中高生,18,107,0
2359,03C,01月,03夜間,1213,02女,01小児,11,92,0
2363,03C,03水,02日中,616.42,02女,02中高生,18,485,0
2373,03C,04木,01朝,853.44,02女,04中年,58,996,0
2374,03C,04木,02日中,683.11,02女,03青年,24,769,0
2376,03C,04木,03夜間,698.69,02女,05壮年,67,673,0
2384,03C,03水,03夜間,628.5,02女,04中年,57,655,0
2385,03C,03水,01朝,990.36,02女,05壮年,82,957,0
2386,03C,01月,03夜間,996.82,02女,05壮年,74,263,0
2393,03C,05金,03夜間,2494,02女,02中高生,17,55,0
2402,03C,02火,03夜間,196.19,02女,04中年,39,384,0
2407,03C,01月,03夜間,106.95,02女,04中年,45,456,0
2412,03C,06土,03夜間,251.53,02女,03青年,20,989,0
2413,03C,05金,03夜間,237.08,02女,02中高生,15,510,0
2414,03C,06土,03夜間,1849,02女,01小児,12,100,0
2419,03C,04木,02日中,988.65,02女,04中年,55,769,0
2424,03C,06土,03夜間,168.12,02女,04中年,39,51,0
2427,03C,05金,02日中,1092.59,02女,01小児,10,189,0
2436,03C,05金,02日中,682.68,02女,04中年,60,1001,0
2438,03C,03水,03夜間,1481,02女,02中高生,16,76,0
2445,03C,01月,03夜間,507.87,02女,05壮年,84,162,0
2447,03C,06土,02日中,590.3,02女,04中年,40,1480,0
2460,03C,05金,02日中,506.72,02女,04中年,57,1134,0
2471,03C,02火,02日中,918.25,02女,04中年,49,674,0
2476,03C,01月,02日中,409.86,02女,04中年,55,1181,0
2478,03C,05金,02日中,595.66,02女,04中年,58,874,0
2498,03C,05金,03夜間,731,02女,02中高生,14,150,0
2499,03C,06土,03夜間,421,02女,01小児,10,47,0
2515,03C,01月,01朝,134.06,02女,04中年,46,647,0
2519,03C,02火,03夜間,865.12,02女,04中年,54,552,0
2527,03C,06土,02日中,633.73,02女,05壮年,78,1130,0
2528,03C,02火,03夜間,702.81,02女,04中年,43,606,0
2531,03C,07日,03夜間,1058,02女,01小児,10,315,0
2540,03C,03水,03夜間,1006.94,02女,04中年,54,417,0
2544,03C,04木,02日中,562.88,02女,02中高生,16,397,0
2547,03C,06土,03夜間,572.41,02女,03青年,30,328,0
2554,03C,07日,02日中,603.02,02女,04中年,50,873,0
2557,03C,02火,02日中,372.26,02女,02中高生,17,580,0
2564,03C,06土,02日中,604.39,02女,01小児,10,405,0
2572,03C,02火,03夜間,923.34,02女,05壮年,73,437,0
2575,03C,05金,02日中,955.85,02女,05壮年,71,1435,0
2582,03C,04木,03夜間,733.36,02女,03青年,30,240,0
2587,03C,04木,02日中,349.69,02女,02中高生,15,664,0
2591,03C,02火,02日中,735.63,02女,04中年,51,1052,0
2594,03C,01月,03夜間,1029.15,02女,03青年,35,392,0
2595,03C,07日,01朝,674.73,02女,04中年,40,362,0
2600,03C,06土,03夜間,588.6,02女,04中年,45,659,0
2601,03C,05金,03夜間,765,02女,02中高生,13,123,0
2608,03C,06土,01朝,326.6,02女,03青年,22,529,0
2611,03C,05金,03夜間,854.6,02女,04中年,54,365,0
2612,03C,01月,01朝,925,02女,04中年,53,741,0
2615,03C,07日,01朝,120.83,02女,03青年,22,259,0
2622,03C,06土,03夜間,878.39,02女,04中年,55,591,0
2631,03C,02火,02日中,996.2,02女,05壮年,77,1403,0
2633,03C,06土,02日中,848.9,02女,05壮年,88,917,0
2636,03C,04木,03夜間,472.37,02女,03青年,19,475,0
2637,03C,05金,03夜間,842,02女,01小児,11,86,0
2643,03C,01月,02日中,772.2,02女,04中年,52,1435,0
2648,03C,05金,02日中,645.33,02女,04中年,51,1356,0
2649,03C,04木,03夜間,79.09,02女,04中年,39,109,0
2654,03C,07日,02日中,655.67,02女,02中高生,18,512,0
2655,03C,01月,03夜間,743.41,02女,04中年,55,247,0
2678,03C,02火,01朝,324.62,02女,04中年,57,1104,0
2682,03C,01月,03夜間,215.13,02女,03青年,34,132,0
2684,03C,06土,03夜間,1060.49,02女,04中年,53,336,0
2688,03C,05金,02日中,672.46,02女,04中年,58,952,0
2690,03C,06土,01朝,237.43,02女,04中年,40,359,0
2691,03C,03水,02日中,370.39,02女,01小児,10,535,0
2711,03C,03水,03夜間,180.43,02女,03青年,22,771,0
2716,03C,06土,01朝,574.91,02女,03青年,30,250,0
2723,03C,02火,03夜間,83.53,02女,05壮年,65,639,0
2731,03C,07日,02日中,954.78,02女,04中年,42,1568,0
2746,03C,01月,02日中,809.62,02女,03青年,31,1421,0
2747,03C,03水,03夜間,421.55,02女,04中年,42,612,0
2748,03C,07日,02日中,318.54,02女,03青年,34,584,0
2756,03C,02火,02日中,1198.06,02女,01小児,12,777,0
2760,03C,07日,03夜間,969.15,02女,05壮年,76,440,0
2761,03C,03水,01朝,79.2,02女,05壮年,69,370,0
2766,03C,05金,03夜間,1526,02女,01小児,11,319,0
2770,03C,03水,03夜間,1099.65,02女,03青年,20,170,0
2771,03C,05金,03夜間,503.27,02女,04中年,50,599,0
2774,03C,07日,01朝,482.14,02女,03青年,21,501,0
2778,03C,05金,03夜間,1087.72,02女,05壮年,80,321,0
2781,03C,05金,02日中,1193.56,02女,04中年,59,660,0
2783,03C,02火,02日中,691.35,02女,03青年,28,121,0
2787,03C,06土,02日中,536.42,02女,05壮年,64,1017,0
2800,03C,06土,02日中,826.91,02女,04中年,45,617,0
2802,03C,03水,03夜間,912.57,02女,05壮年,77,110,0
2803,03C,04木,02日中,112.85,02女,02中高生,14,252,0
2807,03C,04木,03夜間,311.04,02女,04中年,60,216,0
2809,03C,04木,03夜間,878.37,02女,05壮年,88,68,0
2822,03C,07日,02日中,378.03,02女,04中年,41,609,0
2823,03C,05金,02日中,709.25,02女,04中年,57,1140,0
2826,03C,07日,01朝,1680.27,02女,02中高生,17,484,0
2829,03C,04木,02日中,955.03,02女,03青年,24,1139,0
2832,03C,06土,02日中,770.33,02女,02中高生,16,656,0
2838,03C,04木,02日中,524.91,02女,05壮年,71,1371,0
2855,03C,07日,02日中,427.79,02女,01小児,12,161,0
2861,03C,07日,03夜間,1047.58,02女,05壮年,72,457,0
2863,03C,02火,03夜間,127.66,02女,05壮年,61,643,0
2870,03C,03水,03夜間,1240,02女,02中高生,17,159,0
2872,03C,04木,03夜間,38.22,02女,04中年,37,303,0
2881,03C,05金,03夜間,940.2,02女,05壮年,62,465,0
2883,03C,01月,01朝,494.81,02女,02中高生,16,332,0
2887,03C,03水,01朝,297.4,02女,02中高生,13,306,0
2892,03C,05金,03夜間,1071.85,02女,05壮年,98,171,0
2900,03C,03水,01朝,1024.96,02女,01小児,8,467,0
2903,03C,06土,03夜間,259.99,02女,03青年,22,340,0
2907,03C,02火,03夜間,702.23,02女,03青年,30,305,0
2908,03C,04木,03夜間,825.57,02女,03青年,26,320,0
2920,03C,06土,03夜間,759.08,02女,05壮年,98,463,0
2926,03C,02火,02日中,686.13,02女,03青年,33,955,0
2935,03C,04木,02日中,738.73,02女,02中高生,15,315,0
2939,03C,03水,03夜間,2432,02女,02中高生,16,60,0
2941,03C,06土,03夜間,1371.79,02女,05壮年,89,422,0
2950,03C,07日,02日中,1134.14,02女,02中高生,18,394,0
2955,03C,06土,02日中,1134.83,02女,04中年,37,1360,0
2956,03C,02火,01朝,389.37,02女,03青年,22,574,0
2969,03C,03水,03夜間,935,02女,02中高生,13,366,0
2992,03C,01月,02日中,470.55,02女,02中高生,17,336,0
2998,03C,07日,03夜間,731.61,02女,04中年,51,237,1
2999,03C,05金,03夜間,2211,02女,02中高生,17,101,1
3000,03C,01月,01朝,243.16,02女,05壮年,62,285,1
3002,03C,07日,03夜間,513.96,02女,04中年,39,456,1
3007,03C,02火,02日中,411.55,02女,04中年,43,370,1
3011,03C,02火,02日中,1338.82,02女,01小児,12,646,1
3016,03C,05金,03夜間,344.66,02女,04中年,48,838,1
3017,03C,07日,02日中,241,02女,05壮年,62,700,1
3018,03C,04木,02日中,1111.32,02女,03青年,34,814,1
3027,03C,02火,03夜間,936.61,02女,05壮年,76,638,1
3033,03C,07日,02日中,40.3,02女,04中年,49,298,1
3039,03C,02火,02日中,705.48,02女,01小児,11,215,1
3045,03C,01月,03夜間,783.17,02女,05壮年,65,781,1
3048,03C,02火,03夜間,357.36,02女,05壮年,68,465,1
3052,03C,03水,02日中,673.97,02女,03青年,33,973,1
3073,03C,03水,03夜間,418.05,02女,04中年,54,362,1
3083,03C,06土,02日中,857.93,02女,05壮年,66,446,1
3085,03C,02火,01朝,219.26,02女,05壮年,70,735,1
3090,03C,07日,03夜間,544.15,02女,03青年,27,531,1
3096,03C,02火,02日中,1354.28,02女,02中高生,17,634,1
3097,03C,07日,03夜間,334.76,02女,04中年,39,496,1
3100,03C,07日,03夜間,1053.64,02女,02中高生,15,793,1
3104,03C,05金,03夜間,1023.65,02女,03青年,35,330,1
3115,03C,04木,03夜間,425,02女,02中高生,15,453,1
3118,03C,02火,01朝,1242.77,02女,05壮年,91,607,1
3129,03C,02火,02日中,1215.7,02女,02中高生,16,587,1
3140,03C,04木,02日中,759.8,02女,04中年,54,1442,1
3141,03C,02火,02日中,981.33,02女,05壮年,70,749,1
3146,03C,05金,03夜間,597,02女,02中高生,17,247,1
3154,03C,04木,03夜間,710.14,02女,05壮年,89,469,1
3156,03C,04木,03夜間,205.45,02女,04中年,40,636,1
3167,03C,06土,01朝,1135.26,02女,04中年,49,409,1
3179,03C,05金,03夜間,1022,02女,02中高生,18,93,1
3181,03C,01月,03夜間,286.26,02女,03青年,25,283,1
3186,03C,06土,01朝,583.26,02女,04中年,48,214,1
3188,03C,07日,01朝,471.28,02女,04中年,59,888,1
3190,03C,04木,02日中,1365.7,02女,02中高生,18,148,1
3207,03C,04木,02日中,330.64,02女,04中年,52,1524,1
3209,03C,06土,03夜間,1066.05,02女,03青年,23,555,1
3228,03C,06土,02日中,509.91,02女,04中年,53,1029,1
3230,03C,04木,03夜間,129.48,02女,03青年,20,373,1
3239,03C,06土,02日中,1069.62,02女,02中高生,16,361,1
3240,03C,02火,03夜間,1152.96,02女,03青年,30,412,1
3254,03C,02火,02日中,425.66,02女,03青年,33,524,1
3259,03C,03水,03夜間,447.44,02女,04中年,42,107,1
3261,03C,04木,02日中,431.6,02女,05壮年,83,784,1
3270,03C,05金,02日中,727.04,02女,03青年,27,747,1
3271,03C,02火,02日中,634.76,02女,05壮年,73,807,1
3274,03C,04木,01朝,329.31,02女,03青年,19,194,1
3276,03C,04木,02日中,1293.14,02女,03青年,35,437,1
3284,03C,07日,01朝,362.58,02女,02中高生,13,403,1
3285,03C,02火,02日中,536.29,02女,05壮年,85,636,1
3286,03C,01月,03夜間,1383.91,02女,04中年,53,513,1
3299,03C,07日,03夜間,506.8,02女,04中年,36,212,1
3300,03C,03水,03夜間,599.15,02女,04中年,51,662,1
3303,03C,03水,02日中,837.49,02女,03青年,25,1258,1
3304,03C,06土,02日中,512.49,02女,03青年,27,1395,1
3311,03C,02火,01朝,959.55,02女,03青年,19,418,1
3322,03C,06土,03夜間,130.86,02女,04中年,47,799,1
3332,03C,05金,03夜間,2460,02女,02中高生,18,30,1
3333,03C,06土,03夜間,1079,02女,02中高生,16,254,1
3337,03C,07日,02日中,711.64,02女,05壮年,69,404,1
3339,03C,02火,03夜間,1213,02女,02中高生,16,152,1
3345,03C,06土,03夜間,1267,02女,02中高生,17,276,1
3374,03C,04木,02日中,1136.44,02女,02中高生,17,895,1
3384,03C,01月,03夜間,571.02,02女,05壮年,65,648,1
3385,03C,05金,02日中,575.33,02女,01小児,5,344,1
3391,03C,03水,02日中,1074.79,02女,05壮年,90,1288,1
3393,03C,04木,03夜間,571.59,02女,04中年,40,683,1
3397,03C,03水,03夜間,727.95,02女,05壮年,68,256,1
3406,03C,07日,02日中,410.81,02女,04中年,48,941,1
3412,03C,03水,03夜間,462.15,02女,03青年,33,526,1
3415,03C,07日,02日中,625.99,02女,05壮年,74,1042,1
3416,03C,05金,02日中,652.83,02女,02中高生,18,519,1
3421,03C,04木,03夜間,830.93,02女,03青年,30,463,1
3424,03C,06土,02日中,435.44,02女,04中年,43,831,1
3433,03C,04木,02日中,308.29,02女,05壮年,83,1620,1
3436,03C,05金,02日中,700.08,02女,04中年,60,1400,1
3447,03C,06土,03夜間,392.38,02女,05壮年,65,807,1
3448,03C,02火,02日中,282.83,02女,01小児,9,508,1
3450,03C,07日,03夜間,518.1,02女,04中年,45,112,1
3458,03C,04木,01朝,860.31,02女,04中年,55,1056,1
3461,03C,04木,02日中,1195.12,02女,01小児,6,328,1
3485,03C,03水,01朝,292.09,02女,05壮年,68,306,1
3491,03C,04木,01朝,1053.54,02女,01小児,9,430,1
3499,03C,05金,03夜間,2449,02女,01小児,12,60,1
3506,03C,03水,02日中,1720.93,02女,01小児,11,227,1
3507,03C,06土,02日中,914.98,02女,04中年,52,549,1
3511,03C,01月,02日中,610.46,02女,02中高生,13,550,1
3517,03C,04木,01朝,834.34,02女,04中年,55,556,1
3518,03C,01月,03夜間,925.01,02女,04中年,55,412,1
3519,03C,04木,02日中,827.06,02女,04中年,41,360,1
3526,03C,05金,01朝,173.98,02女,04中年,36,248,1
3531,03C,07日,02日中,827.14,02女,02中高生,15,157,1
3533,03C,04木,02日中,1623.16,02女,02中高生,16,142,1
3537,03C,03水,03夜間,33.45,02女,03青年,21,374,1
3538,03C,04木,01朝,1061.31,02女,05壮年,67,783,1
3542,03C,04木,02日中,527.18,02女,03青年,28,873,1
3551,03C,06土,02日中,1006.28,02女,04中年,52,1620,1
3556,03C,07日,02日中,904.29,02女,01小児,10,385,1
3573,03C,04木,03夜間,451.81,02女,05壮年,62,270,1
3581,03C,04木,02日中,470.42,02女,03青年,29,674,1
3584,03C,02火,02日中,1367.66,02女,02中高生,18,585,1
3592,03C,02火,02日中,572.7,02女,02中高生,13,744,1
3603,03C,02火,02日中,925.94,02女,05壮年,71,224,1
3608,03C,04木,02日中,970.46,02女,02中高生,13,861,1
3618,03C,04木,02日中,737.38,02女,03青年,23,453,1
3625,03C,05金,03夜間,1619,02女,02中高生,13,261,1
3648,03C,06土,01朝,917.78,02女,03青年,20,618,1
3649,03C,04木,02日中,743.22,02女,05壮年,64,540,1
3655,03C,03水,03夜間,1003,02女,02中高生,18,261,1
3658,03C,04木,03夜間,531.82,02女,04中年,36,839,1
3665,03C,07日,02日中,792.56,02女,02中高生,16,201,1
3670,03C,05金,03夜間,922.56,02女,04中年,60,331,1
3675,03C,07日,03夜間,167.07,02女,04中年,41,621,1
3686,03C,05金,02日中,381.74,02女,05壮年,99,264,1
3700,03C,05金,03夜間,1136.14,02女,03青年,29,297,1
3703,03C,02火,02日中,82.8,02女,02中高生,14,434,1
3710,03C,02火,02日中,947.65,02女,05壮年,79,524,1
3721,03C,04木,02日中,669.85,02女,03青年,26,896,1
3727,03C,02火,03夜間,482.81,02女,04中年,38,161,1
3736,03C,06土,02日中,83.66,02女,03青年,19,601,1
3740,03C,05金,01朝,467.52,02女,03青年,19,353,1
3741,03C,01月,02日中,429.26,02女,05壮年,63,124,1
3748,03C,06土,03夜間,520.31,02女,04中年,43,452,1
3751,03C,06土,03夜間,766,02女,02中高生,18,156,1
3755,03C,04木,02日中,436.19,02女,01小児,8,894,1
3756,03C,07日,03夜間,1471,02女,02中高生,17,220,1
3765,03C,07日,03夜間,844.71,02女,04中年,54,567,1
3766,03C,07日,02日中,199.52,02女,03青年,27,515,1
3782,03C,02火,01朝,1103.64,02女,04中年,56,933,1
3794,03C,03水,03夜間,434.84,02女,03青年,25,452,1
3795,03C,03水,03夜間,2227,02女,01小児,11,28,1
3799,03C,04木,02日中,1072.49,02女,02中高生,16,1060,1
3800,03C,01月,02日中,543.31,02女,04中年,55,985,1
3801,03C,05金,03夜間,1108,02女,02中高生,17,98,1
3805,03C,05金,01朝,399.21,02女,03青年,20,425,1
3809,03C,02火,03夜間,393.74,02女,05壮年,64,483,1
3812,03C,05金,03夜間,278.66,02女,03青年,19,349,1
3816,03C,01月,03夜間,1145.9,02女,04中年,56,299,1
3820,03C,01月,02日中,390.3,02女,02中高生,14,384,1
3821,03C,04木,02日中,727.23,02女,03青年,24,899,1
3829,03C,03水,03夜間,1904,02女,02中高生,18,32,1
3836,03C,04木,03夜間,1009.22,02女,04中年,57,475,1
3846,03C,04木,03夜間,1021.23,02女,01小児,9,673,1
3856,03C,03水,03夜間,1751,02女,02中高生,14,102,1
3862,03C,07日,03夜間,1137,02女,02中高生,16,272,1
3867,03C,01月,02日中,627.63,02女,04中年,52,1056,1
3879,03C,01月,02日中,1154.1,02女,04中年,56,1062,1
3880,03C,02火,02日中,105.67,02女,02中高生,15,505,1
3885,03C,05金,01朝,673.84,02女,05壮年,70,223,1
3887,03C,03水,03夜間,1087.75,02女,04中年,39,111,1
3890,03C,06土,01朝,291.89,02女,04中年,45,628,1
